size0,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,size16,size17,size18,size19,size20,size21,size22,size23,size24,size25,size26,size27,size28,size29,size30,size31,size32,size33,size34,size35,size36,size37,size38,size39,size40,size41,size42,size43,size44,size45,size46,size47,size48,size49,size50,size51,size52,size53,size54,size55,size56,size57,size58,size59,size60,size61,size62,size63,size64,size65,size66,size67,size68,size69,size70,size71,size72,size73,size74,size75,size76,size77,size78,size79,size80,size81,size82,size83,size84,size85,size86,size87,size88,size89,size90,size91,size92,size93,size94,size95,size96,size97,size98,size99,size100,size101,size102,size103,size104,size105,size106,size107,size108,size109,size110,size111,size112,size113,size114,size115,size116,size117,size118,size119,size120,size121,size122,size123,size124,size125,size126,size127,size128,size129,size130,size131,size132,size133,size134,size135,size136,size137,size138,size139,size140,size141,size142
64960,56936,75960,72216,72480,65584,66840,65520,73224,70448,76936,114504,75104,74496,78976,73488,78888,76272,79968,81192,80680,63568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124088,101136,122056,97320,96672,99632,99320,102488,101184,95024,107608,341752,98664,96992,107872,106824,107920,97616,107640,103952,101856,112176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58528,56312,58544,54584,57016,54592,56232,52712,53248,50520,54152,137424,56216,55776,55504,57496,58736,63592,65864,57144,67720,63088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17008,15328,15656,14208,14288,14752,14936,16512,17968,20168,29448,65648,21592,19080,18264,17200,15864,14680,18112,19528,20216,18816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36280,36920,36448,35144,34840,40000,38048,34768,35320,37640,36632,73944,33976,32456,28608,34000,32400,30632,30896,31112,31016,31560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108360,8840,66328,80296,75864,73376,80952,75152,96528,73848,89296,339504,49656,69920,4736,52792,54552,55352,54896,49168,62816,58048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37072,28960,30992,29040,28192,34528,38064,36672,40520,45296,53368,266648,53432,66576,69856,77744,96448,97824,89776,90696,69200,64792,71192,265104,64936,64056,65992,67840,68856,56600,61608,63760,55336,48704,44776,273664,34272,42056,41056,41464,38664,39856,49832,57752,65560,71480,94888,258576,104336,102360,100848,102408,103792,105504,104048,108792,108224,107536,101936,249200,101880,109968,103088,98712,99128,105320,101176,94544,95336,89328,83648,235912,72592,80056,76928,79800,69296,64712,64608,66672,69928,69448,71488,237952,64472,63832,47912,58152,42776,51488,67496,65888,69160,68832,73600,237288,48504,52656,62344,68872,68800,65880,65264,67888,75168,78544,78072,238384,70448,70144,64912,67912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24312,21608,18136,19368,27768,19104,19440,15584,16152,15856,15320,246504,13712,10976,13056,15224,13184,16328,31848,25272,24384,16088,19000,245464,14704,11656,12064,10264,13344,13640,14240,10248,11976,17552,23408,244792,14608,14424,15032,15792,17688,19840,19064,25384,24224,24536,26296,244888,50800,32656,28736,29088,34072,33088,33208,28392,24512,22368,27632,249288,32816,31248,31688,30776,30072,29640,30144,33784,29320,28688,29448,247064,32168,33840,36824,44600,44688,47232,57936,60104,54952,64856,68864,233632,80832,92680,92736,107360,114960,113128,105040,132320,115592,112248,114096,223096,100776,111904,119208,103808,116928,108464,104976,95856,88464,93776,88784,245360,80808,96664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74016,83672,81320,81624,81072,82040,82960,88032,88456,95424,91000,239104,88784,94536,90128,117200,107520,112880,109728,112944,107808,107816,110328,230328,103096,110784,102648,108256,110016,99416,91016,88424,83536,80488,79568,233120,63256,61272,56216,74496,68864,75176,79576,77752,72416,73800,83488,223880,77184,89256,87440,89344,89480,88264,91792,89976,83768,92024,88472,233400,63544,67760,66888,75632,65976,63648,70744,73936,71944,74472,73632,231904,72152,74912,61024,62384,55608,62288,62112,65896,56984,57408,53360,230320,47800,54952,45248,61392,58000,59168,56000,56136,60024,66456,63200,233696,45552,61104,57416,54072,53048,46696,45240,50880,47912,45680,49936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80656,64144,42760,67072,60432,63888,59768,64752,56208,61304,57672,268160,57248,63640,87568,98504,101352,108672,101832,103536,93624,92336,103144,254056,99032,96976,92696,98952,99912,99696,99840,98888,97048,76728,79576,241936,82624,75472,74408,72016,68432,68776,54800,67376,71088,66608,65176,253248,48440,57432,61688,59056,59160,61904,63280,52024,50808,54544,52688,249592,58384,69168,68192,75128,70952,73640,75480,88920,88208,90048,86848,239616,83544,88008,90832,89624,93552,90736,92168,96672,100136,94824,90040,240440,82264,77456,74648,76744,75304,78656,73256,76392,71000,70056,73616,236392,64624,68304,64784,63016,65408,66272,63216,61592,54984,60664,61952,235608,57032,58008,63232,58272,54696,53800,49104,87696,59736,57576,49096,241128,46456,55304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70056,71896,61568,63904,60248,64632,56392,62040,58400,57752,63448,267312,85128,97728,101824,109088,102944,103208,94088,91760,102936,100104,101232,248904,91744,98056,100168,98200,99888,97736,96888,76936,79000,96336,87264,247336,71384,72368,68440,68624,55144,66712,71840,66600,64152,65200,56224,250600,53888,60312,57152,60280,63048,51448,50128,53976,51960,58688,69384,247176,60456,74632,68648,73464,75000,89032,87448,89808,86184,91584,88344,239552,86288,88656,93808,89984,92432,97672,99816,94824,90248,90776,89680,240880,69600,74320,75568,78016,72904,76384,70112,69800,72952,71568,70728,237744,57984,62400,65648,65616,62528,60224,55248,60752,62200,63000,66816,235792,55568,57328,53512,53456,49304,87392,59880,58280,48928,53072,52048,239808,48368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57400,28368,26200,27704,23568,23304,34896,46032,34072,34632,37304,260424,32096,37448,33568,41120,50392,50496,51512,51152,49352,48992,52864,261336,52240,58272,53832,56008,61112,56240,49432,90984,60728,70784,64648,266424,64344,60096,68392,61760,63096,73744,72928,70320,74448,73472,67504,258384,58904,60248,55832,51400,49984,43680,39920,40688,45496,43592,46560,261944,42056,42488,40720,38864,38616,35216,38264,36720,36424,37728,44160,261968,34968,38640,37936,38600,42376,43640,47744,55792,50664,55608,57688,244720,59576,62168,63880,64144,59200,47712,45848,50528,47608,48400,43944,248352,44512,51272,50080,43552,44584,44856,40136,55544,58520,60344,53560,247624,39368,53392,63440,63032,65872,63328,52776,50808,50296,50600,47096,245856,42584,42776,44264,46048,53776,52144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64344,63096,55288,56880,50312,54456,50296,73104,53984,59192,46760,302592,49792,63048,56280,57736,57784,63320,52112,55952,52056,57040,49744,307808,48376,58256,55736,58568,53240,55272,50904,83088,45128,53256,56872,313040,46880,63272,56688,58168,47728,57280,51336,54600,49520,52976,46616,308328,45648,56952,50984,51656,50232,54640,52984,79304,53632,60056,53720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67080,57288,74128,60648,57944,52184,41576,34464,44320,51968,56592,291896,47448,48384,49296,49880,55808,53208,57600,49600,57000,53896,55384,294688,50904,55560,80576,65208,61024,47632,40952,45864,56240,55576,58120,299440,45240,43288,56672,55576,61024,56800,59864,46912,53896,50040,52624,294336,43336,49200,81040,67656,50208,37048,31960,28712,32312,37680,46216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78728,67280,68384,57096,64192,62376,70288,59576,63328,54608,62960,296264,56736,61808,92104,71064,66256,67952,74672,66128,71720,63952,70416,308408,60496,57456,66704,60416,62528,54128,60544,59240,69960,60184,62248,310528,55352,62160,91480,65120,67736,56984,49880,53896,63816,58624,62272,304768,51384,54864,58752,57144,60744,51552,59688,58064,61176,59456,56664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66880,85624,61128,57040,56448,60864,52152,52880,53008,60144,53144,297160,47856,60176,49840,53320,53992,58608,50832,49992,52416,55744,52624,298160,51168,86216,59864,63136,52232,56392,51032,58704,50888,52064,46984,304056,46904,61088,52192,55904,44712,53304,55448,61376,51312,50376,48688,301504,46656,66416,54096,60368,59968,49640,36312,30264,35104,39528,49968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70136,61672,51872,58920,55088,62720,57944,59032,56016,60880,58248,289488,58312,59344,59712,67424,55816,62184,56584,61736,57720,62072,57040,296096,51456,55968,53744,60480,51296,47520,50704,54320,48880,50784,50928,301696,49608,57376,46384,55040,49648,57792,50936,53160,44832,50792,52048,300392,45232,52184,43616,49128,50360,54872,47744,48336,50384,52504,51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156712,162160,142568,154536,148928,164352,140088,151280,168840,154576,148512,364000,145248,148264,154328,132656,147984,144336,149280,146376,155424,153632,150512,393888,146104,130448,150296,137920,151552,146104,144952,112848,138968,152392,136016,371680,131176,148112,172160,131896,118944,132272,109496,111912,178736,134816,112152,333080,132040,106096,149512,126720,122456,121128,115832,138424,118088,146000,148776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51256,11984,3784,148160,146168,160168,163904,175624,162664,162440,141504,255848,184968,166440,161344,179088,177688,161776,183656,184288,178368,168056,156200,249712,172632,175936,156424,163568,168720,176088,170040,174296,163240,170744,170544,271144,190360,191432,170856,195200,194920,197984,183120,183104,176464,182840,180032,249960,170760,173656,174440,182720,171416,169920,155184,147176,143064,144488,123928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193392,169904,160136,156256,157328,149832,156664,152808,149600,147288,149152,239944,178952,164416,169000,156856,163584,169216,166712,156096,155352,142456,144280,250464,164088,154144,146760,142808,143080,139104,150744,153128,148392,150008,151544,247032,152128,155584,148872,156568,156784,159488,169352,163928,168704,166992,158272,257528,159856,160984,158704,160704,154488,151520,157200,157600,173464,169240,171872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74664,81528,77912,77032,76504,89880,88528,85112,81176,80992,77392,150912,82136,82160,80536,81000,80808,75152,78664,75896,82744,114464,90984,148016,90536,95048,80984,83664,81704,78240,83456,86760,85976,86024,82184,142000,87320,85024,90920,88736,82328,91216,79088,87280,83728,118016,86744,160520,91272,89712,85176,84504,88632,94160,90360,90920,94104,87800,89784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150624,136872,140240,148392,139808,134608,139824,133928,141696,131168,141528,223464,131640,131808,134936,130328,124256,117832,126880,132392,131224,127952,118392,207352,119216,119232,126080,124400,127344,129096,123984,122576,133888,116312,114024,209776,130560,121712,116928,116504,115984,115008,110280,109224,108840,105896,114712,214952,126720,123992,127056,132760,135824,126480,124816,112520,181056,125664,130728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11584,4816,2360,1808,38592,5704,43504,10096,57496,10360,67584,155304,67152,13728,80560,7584,78544,7960,72496,7624,72096,8064,74096,173776,71232,9096,70352,6488,75704,7944,74440,7592,74944,7720,71904,176584,66408,7984,70632,7312,72800,8176,71120,7328,72096,7400,74840,183432,73184,8768,74528,7416,75600,8240,73216,7432,67592,6440,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11632,6104,95280,90256,7480,4032,94112,101360,8856,115304,8544,167040,5392,111904,152200,9280,5136,117984,113984,8384,125600,136296,9992,179608,4592,128848,118368,8720,148888,10416,112680,123112,118224,8488,122344,157112,116920,7344,116920,112808,8632,116472,112792,8184,112600,114056,8600,164960,130512,7488,123656,105928,8040,98304,101376,6256,99416,105624,7792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22976,24792,28832,27912,31280,31608,30744,22584,48496,31928,36288,122632,29736,27960,27968,27008,30856,32872,30400,26632,33664,26600,28552,121032,36016,32600,30408,33208,36536,28920,29960,28600,43416,33552,32224,122080,34336,28040,30768,31896,32624,28632,28392,27672,26624,22688,25712,122128,30232,28184,28296,26552,28632,25592,27864,31728,38960,26976,26960,122664,32104,30024,31600,25736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60384,89336,74592,78736,92656,91136,80320,85016,80328,85904,88008,154400,83984,86800,90904,76360,78672,92536,82320,91128,73760,79016,82240,130288,76184,93416,85696,92112,80048,90768,80360,95448,79808,77344,76560,128904,85520,91912,84744,92664,92816,96424,84040,83112,89624,177560,120288,147768,77400,104528,96840,85808,85472,86376,106888,101512,77752,92952,110216,155312,116104,91312,89808,126816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94208,83016,134040,93064,103056,86840,83352,75160,83000,84608,92504,137536,97608,71752,94288,82056,93768,78032,82184,80792,89368,86016,91000,126960,88784,85336,95664,85368,99160,95888,102072,90712,87696,75120,83480,126032,92376,91672,93248,86392,86648,80528,90408,90024,96872,95456,101032,132704,96984,87320,106536,102232,111520,95496,94536,89576,95208,97752,98200,136896,87152,84632,94296,84232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109464,117232,123648,119480,117800,114176,111240,120896,104960,146768,115808,150424,111064,101096,108696,119104,104088,108880,101632,114216,107816,114136,107336,162824,108488,113584,107600,117952,112408,105240,105336,120392,108816,121856,111448,140376,112136,125144,122656,130008,112352,118192,113840,103752,103232,125344,119552,156720,120152,122560,114848,111176,103000,114224,108008,113536,109344,123032,109456,141624,115704,126200,117024,121488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85624,71856,86464,83008,82288,123416,92368,73512,83096,64696,79128,152440,94848,82984,81736,75240,72752,68880,87880,74120,77304,72504,88776,133856,84496,89888,88288,82288,80768,84664,93840,81024,89448,97544,72624,153456,89888,92872,86032,74544,75608,76448,105936,78784,79896,88744,75728,164256,106072,82944,118568,89784,85944,90648,101504,81568,93240,112832,98416,157960,93408,100152,102064,91264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110952,101256,102040,93600,97200,119952,142280,120808,121872,96944,118128,153072,96360,101168,111416,86560,89568,89224,98864,91624,108232,99048,100232,156808,88032,93688,118968,87888,104480,98864,93448,105112,79456,102944,96760,167680,94120,72760,113352,88808,78000,84616,106976,85160,97256,99568,100216,153128,74336,88896,98344,94864,100200,68216,96792,80688,102776,101032,123008,156984,73312,69512,79152,83240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94120,91000,84064,71832,76528,78296,81992,73304,75912,87832,84576,189480,75256,73048,92304,91104,90904,85184,72280,80432,89728,91568,89104,183848,72920,79120,88016,74144,76296,69128,69368,79080,90528,84000,83632,174832,95408,85192,95056,85128,77600,75864,76144,78328,78984,86568,90704,158504,84832,84824,84296,84096,86024,72272,85272,83712,86544,75512,108784,168008,67192,74752,86520,82416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117632,109312,109096,101552,97416,136088,95680,94248,107200,118040,122848,212152,109736,103448,102056,109464,110984,111640,99920,91680,104432,103304,100656,175264,97984,94328,94416,93192,89520,118736,95512,94168,91056,85512,85664,148984,81760,71488,65928,69896,80504,81808,84480,89144,92568,102112,97016,165416,84504,93264,100128,120536,113992,105144,93504,108232,99680,90520,96208,172216,95400,94360,104080,101336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241784,206832,206016,204544,212128,201800,218024,212800,207736,221976,211640,382632,195856,194800,198808,191920,190912,184456,206416,183216,183568,174256,176152,346416,187168,178696,170632,169728,177768,165776,175632,174288,182992,180408,179080,343512,176456,168992,160680,153584,147224,135920,154944,134616,135128,127000,121872,252944,110408,108544,112344,109576,109680,107656,106680,114032,108808,113536,110736,241912,114896,110432,113312,114840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67464,39888,43584,40984,49344,46720,36800,63608,53544,67816,40944,273592,30112,40840,34872,30904,32936,44640,37592,45344,63832,85648,59928,270224,32568,24600,51968,30376,40144,45952,39880,55624,75200,53552,51272,267120,67296,59696,72008,77848,88232,104152,92608,85608,80056,97112,70376,271344,53784,63752,54672,63816,54072,44592,59776,37800,46464,48008,46552,272744,71928,58976,47504,32336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10656,104576,103280,73880,78664,63992,67952,63000,63744,66632,74240,153376,61992,60024,69216,71448,67776,98728,100592,105144,131784,94088,123304,130912,115440,113488,111072,101096,81576,83136,78000,71064,71616,63208,66304,139624,65392,63520,65520,66472,75112,70800,99440,105024,104608,119184,77168,119248,73680,110520,116864,107072,104584,80280,83040,72520,73896,66888,80488,131736,74144,78560,78392,8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54528,43488,56720,83848,60936,51976,64336,85248,70984,65064,62752,97904,77784,101064,70968,64104,72432,82896,106664,111152,92640,80208,64152,132448,60168,72344,76880,100328,79112,65552,54264,64888,78992,97936,78840,138664,49824,60400,69296,89040,71848,59760,68544,95944,91448,67880,55792,119104,64032,84808,67512,51832,43976,52376,58864,82488,63960,53040,57576,135832,63728,52272,61088,78408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
