size0,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,size16,size17,size18,size19,size20,size21,size22,size23,size24,size25,size26,size27,size28,size29,size30,size31,size32,size33,size34,size35,size36,size37,size38,size39,size40,size41,size42,size43,size44,size45,size46,size47,size48,size49,size50,size51,size52,size53,size54,size55,size56,size57,size58,size59,size60,size61,size62,size63,size64,size65,size66,size67,size68,size69,size70,size71,size72,size73,size74,size75,size76,size77,size78,size79,size80,size81,size82,size83,size84,size85,size86,size87,size88,size89,size90,size91,size92,size93,size94,size95,size96,size97,size98,size99,size100,size101,size102,size103,size104,size105,size106,size107,size108,size109,size110,size111,size112,size113,size114,size115,size116,size117,size118,size119,size120,size121,size122,size123,size124,size125,size126,size127,size128,size129,size130,size131,size132,size133,size134,size135,size136,size137,size138,size139,size140,size141,size142
98480,68192,100488,128168,107008,118552,107968,131584,119616,166728,143384,389856,140776,186352,145680,165920,161064,152232,192664,163272,116376,133912,129192,440232,162984,140448,144384,154744,142744,165264,149392,146056,132192,142224,125400,364496,122096,117648,119616,121760,137600,95776,114416,132776,92880,76560,86680,370080,58120,86560,103912,121952,108200,148920,123008,108448,118488,97152,181296,364440,131720,122768,113320,108408,137352,145680,116976,132288,147784,151184,185992,393632,154416,164512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180048,150280,144264,209248,120576,139216,95656,133256,107336,125336,155800,444216,127088,105528,117832,129848,123024,150464,129864,148560,143104,135032,142608,433184,153136,140280,146424,99592,92696,123576,116136,128672,115224,133568,165872,451336,125624,137592,134632,148648,143784,157472,149216,149400,153080,166952,157440,427968,140936,129432,142024,104424,42616,67528,65704,79576,96904,100304,132608,432896,107184,134240,156728,177768,175784,182048,177136,184832,171480,180208,174904,425656,149712,173800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133448,35760,27168,60664,70008,68968,75880,63736,58088,44816,42704,455952,28768,29584,38696,52856,69168,74456,127448,138392,151304,139168,151848,429400,157944,150968,158480,146488,158688,152768,154992,142352,156712,147960,156496,434904,134152,144712,148472,153192,159976,152776,157048,141096,148904,145080,151344,433768,154184,142712,157984,147200,157256,145408,158552,151712,162472,157800,157032,430368,136752,144632,149576,134448,152920,140080,148992,139464,151856,145504,154008,441680,216568,140976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172424,165208,157112,174776,160328,162688,155056,158160,156656,179440,159152,456984,143216,150160,166616,154128,154176,138232,151504,151184,167624,154352,177352,443520,153664,159288,169712,165152,167480,163808,178624,164056,207064,165936,191784,442344,175720,132800,139416,103024,125200,132904,130200,130152,132096,103568,107000,451056,104872,99712,120624,101424,128896,97752,133880,111496,202128,114152,131008,440472,102848,107344,116288,73248,84288,65376,59856,47272,55408,50112,47320,459304,40288,40240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92120,51168,53832,49992,53592,63000,90096,53824,51288,38528,42864,470248,25480,33320,31704,34536,36352,28600,30752,26512,34288,33392,38056,476104,23976,25936,35808,32872,33640,46432,72960,43768,40440,43248,45312,472240,32680,28992,35512,31480,34200,30064,35496,38704,42168,40096,45280,465416,32432,38216,45576,38096,42384,47224,65704,43144,44384,38632,44024,470672,23328,25984,36496,31392,36280,30632,33680,37184,38776,32560,35800,480152,2136,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126384,116288,103832,106328,109552,114896,106808,114392,104632,111128,107536,371176,96168,114200,105368,116728,111712,113688,109904,121520,117392,136968,112088,369096,98880,116696,117152,122968,123488,125056,118944,129240,119344,128376,119016,374760,113936,178400,114976,128592,120632,128456,120480,129576,123960,145048,116680,366872,101720,121864,112232,122224,120312,129560,119032,123880,120144,128576,118968,365312,104264,120560,109448,115528,115096,124912,118456,122320,113160,143672,119416,362352,105920,123408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151112,124792,134040,124704,135824,130040,135384,128856,160032,115696,115312,376600,101240,108064,127416,128960,133624,132672,142080,138128,138680,134464,135960,373112,120312,128656,134144,129888,136568,129208,130888,127488,149896,127704,134736,378888,118088,127600,136936,127640,135536,128576,135192,129152,132488,119480,123472,384544,109880,111800,118928,102968,117872,112792,123632,107256,130912,112376,113352,385648,104376,110136,106880,97960,106080,119712,150128,130944,146792,119184,122336,394400,118224,119784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85496,67144,73616,82512,89656,102896,94000,104416,101168,106600,105624,334392,86392,106032,97208,108360,95376,98856,82816,89320,88416,92672,89696,336496,72272,87840,88976,91368,84216,89152,77512,74752,96784,115752,117136,338408,108480,113384,115880,123248,117688,124216,117008,125464,106680,117672,88616,342688,81032,83288,96504,109192,82064,89824,89984,91928,91256,93648,93760,339528,52808,66896,68656,78696,105280,115520,104832,107520,122032,130768,128568,343000,110584,126392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153520,132688,136456,127128,129176,121792,131064,124912,119944,130280,117272,387784,94968,108088,118304,127240,134848,126848,144984,130160,137632,130720,139640,383792,130360,140344,138248,142560,135384,139736,136560,131616,138936,129216,134304,382480,115784,123120,123904,141000,122368,129824,132520,120656,127312,124504,130256,372040,130424,132864,128144,132168,129528,134528,128720,135552,128936,137336,137088,377776,128696,150744,136424,138552,132256,138816,135368,141096,135104,141952,140400,376648,121680,132536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41872,24176,32368,39672,48768,42120,39240,34256,34584,33072,29080,217072,22040,25256,33872,24096,24056,28864,45792,45736,30824,32112,42808,225752,25624,26408,41840,45016,27160,21800,23024,35408,23040,17912,23712,222224,24824,21632,22760,21240,27760,26176,28592,22880,25624,19616,24384,225648,25672,33232,25568,24568,38160,51288,28056,28968,37088,23568,20736,221800,33048,24704,23984,23168,22528,21696,22424,22720,24224,21512,28032,223376,23272,21912,21392,25104,29512,32776,26536,25264,26504,21608,23408,222816,20240,19192,23272,26296,26528,22304,25488,27248,27576,31328,26792,224736,27864,25968,24176,26112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115512,93528,108040,88760,94208,89112,85528,77912,76848,83848,85296,333784,67496,78648,85592,70760,71008,144544,69896,68784,74384,74296,68680,337760,68696,72944,67960,74840,71752,80952,75848,64960,72680,70728,72512,332144,68648,62648,65656,72968,74456,80360,65712,61176,63328,67168,63584,334464,54112,50984,58464,57136,59440,52296,60960,50704,57040,65944,57184,336136,44312,54648,55352,46128,57488,69120,46816,50232,42760,53536,55616,334944,47880,49160,45456,49352,52312,53936,50312,45096,57512,51784,53560,332352,49864,56208,56872,57304,57288,63088,51504,48480,48440,47720,48112,332288,51720,73672,52920,40096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126704,104248,124888,82904,93824,85552,93328,87472,91968,82456,74200,371280,76480,82864,94408,81120,87056,86144,93696,80808,81936,86472,87416,374456,66256,74440,123416,80440,91480,93008,96016,76824,77832,80984,91384,374744,73832,76744,92648,88144,91432,82360,94392,84200,83296,78496,80072,374168,64264,78232,105456,76664,80872,76160,82088,84232,86320,87792,84560,377904,68336,79632,86440,78440,86128,78280,88688,76776,82784,87040,93536,380312,70792,65896,203552,93752,101568,87384,88280,87512,94880,81128,86472,373952,72656,72736,88704,80744,83832,85920,94872,90040,92928,79040,77008,377880,76872,87232,117992,86832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80160,35392,35552,31440,29696,40904,39488,40256,40408,44840,3648,415632,30408,3024,28704,34384,51728,30216,29744,30040,32376,28376,29208,385472,26320,34656,3136,28224,46480,4272,19376,35992,40344,40856,56016,413320,48480,48160,43680,75048,137544,79840,6384,34752,40144,55792,30296,375384,26864,43872,58976,45944,27928,31816,44824,4024,37048,58560,5128,386696,17264,24928,35568,48792,74272,36680,44824,37768,79528,47664,59952,399840,25216,52080,30208,32768,47264,38792,42056,59320,21592,34456,36376,372448,24992,40776,71392,6392,51360,32464,28056,54688,62088,46568,34928,399584,24008,29784,43256,89080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44912,42224,41416,39712,35584,31352,29232,26872,30520,25608,29880,103544,31280,27648,29056,35600,22520,24824,23456,25384,26040,23336,28472,103992,27728,31680,32848,30872,31016,28992,27304,25432,27496,23976,23112,99656,20448,18256,21272,31792,20760,19296,17800,15832,14880,15416,15496,93144,20640,21272,19464,23208,22744,22808,29264,28456,28856,27856,26168,98880,24272,23344,20512,31672,20232,16856,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25368,19264,22912,26880,33528,39400,34056,39624,38056,37400,35464,201480,29960,37512,28920,31984,32160,35200,38752,39656,42432,41792,38432,203856,23904,30936,34112,32496,36640,33776,31256,37008,33192,22688,28520,204632,22600,19984,25592,28064,32992,21608,24992,27184,27456,25136,36104,204984,24408,19648,26264,34592,31480,36024,41824,43600,26976,28848,31024,206928,28304,35384,30648,28048,33672,34704,27504,29432,39688,37968,45032,209904,29632,35952,42136,44680,36328,28344,40712,52008,35080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103384,49112,48872,51432,63776,56104,81096,7088,50216,69128,6288,357088,33040,40096,51088,56464,52256,57888,50048,70856,6912,39520,62752,338072,33024,79080,6040,63224,67848,72960,68048,67768,74576,79440,62504,356096,3824,39528,88888,6456,55792,55840,52840,46648,61568,69048,62080,326680,82896,6216,48696,81960,6360,42064,85944,6040,68200,75768,79576,344792,58592,69784,78400,51120,90176,6336,64640,93464,6616,53464,55448,338456,55752,70232,85824,83840,78848,95408,7232,55096,77032,6232,60600,324952,4096,65328,67560,67928,65184,67192,68968,62928,68840,107976,6136,349776,80136,5288,61832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61936,9576,27376,43136,5080,24360,22000,30688,32736,30104,32560,200040,25096,38024,4544,21400,32488,4168,22432,31768,3520,27080,32584,203544,26800,28392,25704,35056,35248,42432,4080,26064,39224,4616,28440,205112,29064,26736,23888,30040,34456,28168,26112,28304,24944,37704,3616,203760,38120,5112,23688,29888,24872,35032,31672,33408,41336,41208,55960,214312,69464,52200,5800,28816,24696,34016,34792,35808,35200,27904,26224,200864,28096,26592,44728,3992,33016,47464,4488,33528,37776,36160,38776,210792,39816,35608,40440,53408,5408,42800,58040,5912,40464,45344,48352,208536,35104,44864,44776,41088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49288,9584,28008,36320,29304,32840,26248,32592,36104,37920,43232,166168,34912,49600,5440,34336,38496,35648,27824,22712,21816,23920,29904,162384,4520,16968,27744,4192,19664,27944,3208,22512,21696,23456,24432,172832,26552,32984,30592,44280,5040,28856,34344,5224,25168,25176,31112,171128,17376,26376,21232,24392,32248,4256,21640,33680,4000,24056,36864,170640,23056,25712,23896,30232,33440,31448,30688,26600,37760,3776,53224,178728,3592,28088,29248,30104,32656,27160,29984,26624,30592,25824,25656,169296,30352,4832,22720,38048,3680,26576,26224,28120,28776,33696,37792,180496,28440,42096,4296,31976,42424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155656,60328,53152,74592,99808,8840,27600,56952,4456,50632,59584,544680,23752,33664,36960,43976,31888,46776,36112,54600,51064,4136,28784,521064,1616,29960,58216,4712,59704,34752,32080,47152,44536,78136,6136,544816,45064,3608,42976,65416,5000,50528,50080,60272,50936,52408,61824,520712,22624,59928,4608,35368,60408,4576,26448,62192,5032,50400,51376,527960,32696,42776,74752,6000,43456,63720,5024,40200,72728,5512,47976,533136,33232,39864,37184,60248,89336,35168,52368,4408,36352,56992,5096,509272,43272,3656,41472,47272,49864,52904,58208,79224,6136,41104,58920,539112,27920,60488,4656,30776,179872,48472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177800,115304,112960,122840,105792,120152,104640,109704,118504,5480,53144,433816,2360,48624,54800,36848,34208,50568,51608,71000,54056,43552,38216,462352,62728,4472,41208,51744,43944,56560,47400,64328,49264,49096,50688,438824,37744,46696,59520,44840,46144,58256,53880,60576,57464,83880,83256,439568,72128,79784,76552,87496,100024,111688,122408,109032,104936,120384,120368,405392,96152,112192,116640,74384,58120,55840,41496,40440,39344,60728,45024,427424,44736,54256,58592,69376,78176,66176,66760,68312,62528,63904,62624,448680,54056,69320,83560,63592,61736,58040,57880,80448,71936,65248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193744,88736,113304,62184,64888,59992,56632,55456,59832,65432,82272,607608,40632,52472,65664,60248,83496,78944,85616,83176,58000,57696,59960,632888,59504,70688,73424,65152,70016,74552,78256,91280,73840,78512,61720,593600,279288,72136,86072,55632,58536,66680,63680,65568,75168,86648,74864,612072,54768,46944,300288,81048,69568,95536,86152,73000,72608,106904,96192,566632,49416,107816,112832,79624,76544,125480,72280,103752,90640,77648,68240,604264,63096,89352,134192,68992,75216,118592,69112,102168,103488,102328,111440,561544,63016,66752,77176,84912,91936,116536,83032,99112,93000,120856,82952,594800,67160,121480,143280,83360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66160,8304,31808,38568,4272,22400,26920,25872,24664,22328,26496,180176,21344,21248,17584,18000,32232,3824,18912,28616,3312,21008,22992,183184,24040,24808,29848,32696,30592,33264,28168,27168,34832,4680,26520,185296,25560,23656,28928,26992,28400,34536,24544,21824,26472,22176,28400,175120,41296,4080,35744,31128,32856,31632,40272,40280,39864,42016,45128,180144,35952,39736,38064,37576,34384,43440,26000,30536,32128,25336,27952,167936,25272,23000,25816,24496,27336,27192,28760,28984,30120,28208,34208,179472,30208,34016,33232,29344,23632,56512,32232,32328,28264,28752,27536,175560,26576,29560,26912,27608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34496,28040,30552,26976,26928,28496,30656,26000,28136,26672,30016,210400,21232,24000,28904,24784,27392,23032,25352,27008,32256,23056,24528,203280,23624,29304,28920,26400,29448,25400,22616,25736,27088,27424,28688,201432,20024,22384,27080,28480,32136,27416,28120,26568,35176,24760,26584,207320,23256,24760,23328,35976,29920,33352,31184,30336,34080,32472,29792,198096,25432,25168,24800,27024,23080,27640,26680,29360,36944,23968,28136,208944,19584,28920,34000,24056,21224,28864,31168,26536,27800,27728,24240,203464,27432,28240,28280,24296,25784,25240,26680,28816,33936,27192,26832,205736,22200,29296,31040,29752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76536,46016,26144,40512,48792,49016,42704,19144,55688,37944,34048,247496,21536,31664,31248,34016,28240,33368,41104,41896,55104,48528,40816,279560,34408,30968,32280,37000,31720,31408,33672,38376,35968,34584,47728,265032,36664,41592,44248,41184,23240,39408,37592,39472,35536,49144,42808,258176,41536,33544,46328,41520,33600,36616,31032,33504,34016,31088,29824,256304,78808,40912,35840,32744,27864,46224,37872,47272,31832,53352,44064,272832,39072,31592,41672,38720,37760,29360,30128,38976,32152,41480,23416,256768,33536,34888,39704,15720,41016,37528,35352,32840,29656,45176,44512,263552,23648,48352,46504,49536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86128,48472,41768,32800,48032,43008,44432,38496,17592,38720,40416,257016,22136,36888,45792,55672,74576,32968,52344,45608,47200,50344,27440,280312,35688,41008,33840,44632,47200,46240,45912,47248,53736,47904,40216,255104,17528,43624,49224,36936,83992,37944,45144,43880,51608,30248,52448,280168,41168,40392,26336,43960,39920,42168,41208,37768,40584,43784,38272,258128,27752,43152,39272,44120,46040,42720,40264,44744,39088,39952,48888,251184,30272,22168,40176,49448,40200,52080,18400,40344,38648,34376,34024,267160,28800,35336,38640,39192,50136,40424,38104,47032,19400,35576,37608,244784,34256,34928,43280,45176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29552,31256,4336,23520,38248,4528,24288,26888,30168,30776,26336,228192,30592,29312,30136,4120,26776,36168,4600,25480,18872,38216,25680,220112,20072,14600,25488,25624,24048,19248,30368,3560,24144,31240,4168,217192,24976,27272,25408,27832,34416,34784,32200,26512,3712,65616,45488,229856,7784,24768,29992,28376,27760,14824,32144,27920,32304,24984,20080,217480,3656,21952,35056,3920,32856,31888,29080,28136,43064,53136,45048,241832,34688,38192,37512,35368,4304,33648,36032,35504,35000,13784,38024,225440,28136,29568,19984,26888,41024,3752,23304,43744,4480,40136,27152,230920,32184,36840,43264,16304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73704,56096,57304,57424,57792,30568,55360,60912,61040,57584,36808,243352,49448,58072,45416,54680,59640,64544,69416,48728,68496,68192,75728,271064,48184,67688,66360,71192,50192,62152,65960,67656,62232,45888,66904,260920,66632,73816,40024,73608,75416,80832,67200,74872,78152,81656,100192,286848,72408,79224,82256,85536,55480,80176,80496,83568,66664,74104,77544,277384,70744,50544,69024,70128,67736,74032,36880,77736,83128,83920,131312,279536,75544,84248,94496,57432,85496,84600,82664,97640,64000,85968,80392,282392,72872,69696,83000,86512,90464,69256,78264,88168,89736,94152,71264,273056,81728,84200,93088,88968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91536,46376,39504,54152,58008,34448,32360,34064,38712,41000,43520,357568,31864,37024,43288,37328,35440,48200,37240,31496,32632,30984,27064,341568,23648,33312,29088,39448,48896,29864,29248,41144,36152,47496,42480,358720,32568,29712,34624,35392,34064,35464,32072,39608,31632,36696,33760,343416,23176,29864,29008,30376,35832,26440,26840,30064,29976,33448,33880,348856,20208,38880,33752,34632,29368,30376,27648,32080,30104,36320,34656,351592,25008,27568,27928,38000,48504,23424,21680,25088,20384,25624,23640,338032,17192,28352,23328,35384,24480,37496,29800,28960,30656,28064,23632,355016,19176,22112,26752,22080,97408,32312,31208,29584,25424,36760,27968,330096,16176,20560,18888,24896,20968,28904,22304,33848,23568,38072,25656,349712,19024,21544,22736,27440,35488,22976,18992,27544,24968,30240,30128,343280,15064,21352,27032,23560,20808,22104,17264,21792,19912,27056,21968
101344,87768,83472,83408,81608,85760,83664,83816,86624,86120,87592,204064,85872,86752,83456,90000,88512,93376,91376,90040,95296,92816,92808,220120,140416,90936,93584,93456,93840,94608,95712,98888,96680,97056,94840,231096,93544,99232,97856,100320,98024,100456,100168,109512,98032,98192,96640,232304,92360,90336,97016,99584,101360,97192,99424,99512,94440,100248,94336,229352,96128,107320,104296,101864,99280,101272,97648,98808,96488,100272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60352,62056,60136,60128,57440,56688,56472,59528,53944,50392,56656,174112,46616,52856,56752,55400,55248,55040,57288,81920,61784,61480,60016,170608,58176,60040,56200,55256,60152,58784,55368,57032,59488,64520,65352,168912,55728,55800,61384,60256,59920,57664,56016,71840,57000,52480,55064,164992,50744,55080,53368,56288,59448,63144,60672,56864,59576,60128,57624,167040,51400,55376,53784,57912,54744,55000,54552,69344,54080,54136,55624,167168,53584,52408,54248,48688,52504,51632,51024,50944,51832,50752,50344,169512,53560,54384,57728,53816,57744,55912,58000,71872,53896,54960,55960,169128,53608,56072,54504,52288,52072,52432,56392,55712,54200,53096,61776,171408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25784,21552,27984,36264,44288,39096,28696,41048,45856,40056,33024,97144,32440,46768,48712,47824,61472,48952,41312,33040,26896,22680,31432,90632,40832,49688,43040,33184,43376,51528,80232,33312,50616,61048,57632,94288,50568,53192,45864,50200,66592,52816,37352,51760,61928,53088,36552,89752,36368,54704,53928,46720,35720,47008,51480,44680,40704,48032,55584,103624,39640,30176,40472,46368,60624,52040,43088,33880,29568,36280,48168,99080,44832,53200,46800,36824,29712,35928,47112,55400,52616,44312,36696,94512,48040,56824,53912,43128,66192,35656,43008,54664,63272,57680,52096,90816,36688,41720,51144,62200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
